id,method,a1,a2,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,a3_10,a3_11,a3_12,a3_13,a3_14,a3_15,a3_16,a4_1,a4_2,a4_3,a4_4,a4_5,a4_6,a4_7,a4_8,a4_9,a4_10,a4_11,a4_12,a4_13,a4_14,a4_15,a5_1,a5_2,a5_3,a5_4,a5_5,a5_6,a5_7,a6_1,a6_2,a6_3,a6_4,a6_5,a6_6,a6_7,a6_8,a6_9,a6_10,a7_1,a7_2,a7_3,a7_4,a7_5,a7_6,a7_7,a7_8,a7_9,a7_10,a7_11,a7_12,a8,b1,b1a1,b1a2,b2,b3,b4,b4a1,b4a2,b5,b6,b7,b8_1,b8_2,b8_3,b8_4,b8_5,b8_6,b8_7,b8_8,b8_9,b8_10,b8_11,b9_1,b9_2,b9_3,b9_4,b9_5,b9_6,b9_7,b9_8,b9_9,b9_10,b9_11,b9_12,b9_13,b10_1,b10_2,b10_3,b10_4,b10_5,b10_6,b10_7,b10_8,b10_9,b10_10,b10_11,b10_12,b10_13,b10_14,b10_15,b10_16,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d1_10,d1_11,d1_12,d1_13,d1_14,d1_15,d2,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9,f2_1,f2_2,f2_3,f2_4,f2_5,f2_6,f2_7,f2_8,f2_9,f2_10,f2_11,f2_12,g1,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g3_1,g3_2,g3_3,g3_4,g3_5,g3_6,g3_7,g4,g5_1,g5_2,g5_3,g5_4,g5_5,g5_6,g5_7,g5_8,g5_9,h1,h2,h3,h4,h5,h6_1,h6_2,h6_3,h6_4,h6_5,h7,h8,h9
214,Online,The right direction,Staying about the same,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting much better,Getting much better,Getting much better,0,0,0,0,0,0,1,0,0,1,To a very significant degree,8,8,8,9,8,9,8,8,8,7,8,To a somewhat high degree,7,7,7,8,8,7,7,7,7,5,To a very insufficient degree,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,6,6,6,7,7,6,5,7,,,,7,6,8,,6,7,6,8,7,7,7,6,6,6,7,,,,,6,7,8,6,8,8,5,5,5,7,6,Increased its emphasis recently,Rarely,5,6,6,6,6,6,6,,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Once a year to a few times a year,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,I never visit the WBG websites,Every few months,Every few months,Every few months,Not at all,Not at all,Not at all,Every few months,Every few months,Every few months,Employee of a Secretary or Implementation Agency,"Environment, natural resources",Yes,The World Bank (IBRD),No,0,1,0,0,0,Male,36-45,Mexico City
215,Online,The right direction,Staying about the same,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Getting somewhat better,Getting somewhat better,Staying the same,Staying the same,Getting somewhat better,Getting much better,Staying the same,0,0,1,0,0,0,1,0,0,0,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very high degree,Extremely familiar,Extremely familiar,9,9,9,9,9,9,9,9,To a somewhat sufficient degree,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,9,,,,,9,9,9,,,Emphasis has remained pretty consistent over time,A few times a year,9,9,9,9,9,9,9,9,9,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,At least once a month,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Computer/laptop,Every few weeks,Every few weeks,Not at all,Every few weeks,Every few months,Every few months,Every few months,Every few weeks,Every few months,Office of Secretary,"Environment, natural resources",Yes,The World Bank (IBRD),No,0,0,1,1,0,Male,46-55,Mexico City
216,Online,The right direction,Staying about the same,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Getting much better,Getting much better,Staying the same,Getting somewhat better,Getting much better,Getting much better,Getting much better,0,0,1,0,0,0,1,0,0,0,To a very significant degree,,,,,7,7,4,3,,2,6,To a very low degree,5,7,4,6,4,6,7,5,5,5,To a very insufficient degree,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,,,,,,6,5,6,,,7,,7,9,8,7,7,7,5,5,5,7,7,,8,6,,,,,,,,,,,,,,,,Decreased its emphasis recently,A few times a year,8,7,6,6,6,7,7,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Once a year to a few times a year,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Computer/laptop,Every few weeks,Every few weeks,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Employee of a Secretary or Implementation Agency,"Environment, natural resources",No,,,1,0,0,0,0,Male,36-45,Mexico City
217,Online,The right direction,Increasing,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Staying the same,Getting somewhat better,Getting somewhat worse,Getting somewhat worse,Getting somewhat better,Getting somewhat better,Getting somewhat worse,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employee of a Secretary or Implementation Agency,"Environment, natural resources",Yes,The World Bank (IBRD),Yes,0,0,1,1,0,Female,26-35,Mexico City
218,Online,The wrong direction,Decreasing,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Getting somewhat worse,Getting somewhat worse,Getting much worse,Getting much worse,Getting somewhat worse,Getting much worse,Getting somewhat worse,0,0,0,0,1,1,0,0,0,0,2,9,9,9,9,9,5,7,9,,6,6,To a somewhat high degree,6,6,3,4,8,4,6,,4,3,To a very insufficient degree,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,9,,3,,3,,,3,6,,,,,,,5,3,3,,,6,,,Not effective at all,Not effective at all,7,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Don't know,A few times a year,8,,3,9,6,9,5,2,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Once a year to a few times a year,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Computer/laptop,Every few months,Every few months,Not at all,Every few months,Not at all,Not at all,Every few months,Not at all,Not at all,NGO/Community Based Organization,"Fragility, conflict, violence, refugees",No,,,0,0,0,0,1,Male,26-35,Mexico City
219,Online,The right direction,Increasing,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Getting somewhat better,Staying the same,Staying the same,Getting somewhat better,Getting somewhat better,Getting much better,Getting somewhat better,0,0,1,0,1,0,0,0,0,0,9,7,8,2,7,5,To a very significant degree,6,8,To no degree at all,4,7,To a somewhat low degree,9,8,7,8,7,8,7,5,8,8,To a somewhat insufficient degree,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,6,6,5,7,8,7,8,7,6,9,9,,9,9,9,7,8,7,8,5,6,9,7,5,8,6,,,6,6,6,6,7,7,,,7,7,6,6,8,Emphasis has remained pretty consistent over time,A few times a year,9,7,7,9,6,5,9,7,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Once a year to a few times a year,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Computer/laptop,Every few months,Every few weeks,Not at all,Every few weeks,Every few months,Not at all,Every few weeks,Every few weeks,Every few months,Office of Secretary,Climate change,Yes,The World Bank (IBRD),No,0,0,0,1,0,Female,56 and above,Mexico City
220,Online,Not sure,Decreasing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Getting somewhat worse,Staying the same,Staying the same,Staying the same,Getting somewhat worse,Staying the same,Staying the same,0,0,1,0,0,0,1,0,0,0,7,9,9,9,9,9,9,8,8,8,8,7,To a somewhat high degree,9,8,Not familiar at all,9,9,9,8,,8,7,To a somewhat sufficient degree,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,8,7,7,8,9,9,8,9,,9,9,8,8,9,8,8,8,8,7,7,8,8,3,8,8,7,8,,,,,,,,,,9,9,8,,9,Emphasis has remained pretty consistent over time,Rarely,9,9,9,9,To a very significant degree,9,9,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Once a year to a few times a year,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Computer/laptop,Not at all,Not at all,Every few months,Every few months,Every few months,Not at all,Not at all,Every few months,Every few months,Employee of a Secretary or Implementation Agency,"Environment, natural resources",Yes,The World Bank (IBRD),No,0,0,0,1,0,Male,36-45,Outside Mexico City
221,Online,The right direction,Staying about the same,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Staying the same,Getting somewhat better,Staying the same,Staying the same,Staying the same,Staying the same,Staying the same,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employee of a Secretary or Implementation Agency,"Environment, natural resources",No,,,0,0,0,1,0,Female,26-35,Outside Mexico City
222,Online,The wrong direction,Decreasing,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting somewhat better,Getting somewhat worse,1,0,0,0,0,0,0,1,0,0,5,7,8,7,8,8,9,7,7,,8,8,To a very high degree,Extremely familiar,Extremely familiar,8,Strongly agree,9,9,9,8,9,9,To a somewhat sufficient degree,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,9,8,8,9,To a very significant degree,To a very significant degree,9,To a very significant degree,8,To a very significant degree,9,8,To a very significant degree,To a very significant degree,To a very significant degree,8,9,Strongly agree,9,9,9,9,9,9,Strongly agree,9,,9,Very effective,9,8,9,Very effective,9,8,8,8,Very effective,8,8,8,,Monthly,,To a very significant degree,9,To a very significant degree,To a very significant degree,9,9,8,Very high technical quality,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,At least once a month,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Phone,Every few weeks,Every few months,Every few months,Every few weeks,Every few weeks,Every few weeks,Every few months,Every few weeks,Every few months,Local Government Office or Staff,"Water, sanitation",No,,,0,0,1,1,0,Female,46-55,Mexico City
223,Online,The wrong direction,Decreasing,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Staying the same,Staying the same,Getting somewhat worse,Getting somewhat worse,Getting somewhat worse,Getting somewhat better,Getting somewhat worse,0,0,0,0,0,0,1,1,0,0,5,9,8,,7,To a very significant degree,To a very significant degree,6,7,,3,3,To a somewhat high degree,8,Extremely familiar,8,7,9,8,9,7,7,7,Don't know,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,To a very significant degree,8,3,5,,To a very significant degree,To a very significant degree,5,To a very significant degree,,To a very significant degree,8,,To a very significant degree,To a very significant degree,To a very significant degree,3,Strongly agree,6,7,6,5,9,,7,8,9,,,,,,,8,,,,,,,,,Don't know,A few times a year,6,To a very significant degree,7,To a very significant degree,9,To a very significant degree,7,,Very high technical quality,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,At least once a month,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Computer/laptop,Every few weeks,Every few months,Not at all,Every few weeks,Every few months,Not at all,Every few weeks,Every few weeks,Not at all,Financial Sector/Private Bank,Other,Yes,The International Finance Corporation (IFC),Yes,0,0,0,1,0,Male,46-55,Mexico City
224,Online,The wrong direction,Decreasing,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Getting much worse,Staying the same,Getting somewhat worse,Staying the same,Getting somewhat worse,Getting somewhat worse,Getting much worse,0,0,0,0,1,1,0,0,0,0,4,6,5,5,5,5,7,5,7,5,5,7,To a somewhat high degree,7,7,7,6,5,6,5,4,6,5,To a somewhat insufficient degree,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Sector Organization,"Communications, public affairs",No,,,1,0,0,0,0,Male,46-55,Mexico City
225,Online,The wrong direction,Decreasing,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Sector Organization,Energy,,,No,0,0,1,0,0,Male,36-45,Mexico City
226,Online,The wrong direction,Decreasing,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Getting somewhat worse,Getting somewhat worse,Getting much worse,Getting somewhat worse,Getting much worse,Getting somewhat worse,Getting somewhat worse,0,0,0,0,0,0,0,1,1,0,7,9,9,9,9,9,9,9,9,,6,6,To a somewhat high degree,7,8,7,7,8,9,9,8,7,7,To a somewhat insufficient degree,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,8,7,6,7,7,7,9,,9,,4,,4,9,9,,7,7,8,8,7,7,6,7,7,7,,,,7,8,,,,,4,,,7,7,,,Emphasis has remained pretty consistent over time,Rarely,8,8,6,8,4,4,7,7,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Less than once a month,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,Computer/laptop,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Financial Sector/Private Bank,Finance and markets,Yes,The International Finance Corporation (IFC),No,0,0,1,0,0,Male,26-35,Mexico City
227,Online,The wrong direction,Decreasing,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Getting somewhat worse,Staying the same,Getting much worse,Getting somewhat worse,Getting much worse,Staying the same,Getting somewhat worse,0,0,1,0,0,1,0,0,0,0,5,9,7,8,8,8,8,7,5,3,To no degree at all,2,To a very high degree,7,9,8,6,8,7,7,7,7,3,To a somewhat insufficient degree,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,7,5,4,7,8,2,5,9,5,7,6,7,6,To a very significant degree,9,4,8,6,8,6,5,5,4,5,5,5,4,7,9,6,,,9,7,5,5,8,9,8,8,8,Emphasis has remained pretty consistent over time,Rarely,7,8,5,6,4,8,7,7,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Once a year to a few times a year,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Computer/laptop,Every few months,Every few months,Not at all,Every few months,Every few months,Not at all,Every few months,Every few months,Not at all,Office of the President,Energy,Yes,The International Finance Corporation (IFC),No,0,0,0,1,0,Male,46-55,Mexico City
228,Online,The wrong direction,Decreasing,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Staying the same,Staying the same,Getting much worse,Staying the same,Getting much worse,Staying the same,Staying the same,0,0,0,0,1,1,0,0,0,0,4,8,7,7,8,8,8,7,9,7,7,7,To a somewhat low degree,Extremely familiar,Extremely familiar,7,7,7,7,8,7,7,2,To a somewhat insufficient degree,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,5,7,To a very significant degree,8,8,8,7,,7,7,7,To a very significant degree,9,8,8,8,8,8,7,7,8,7,8,8,8,8,7,9,8,9,8,9,Very effective,8,8,8,8,8,7,Emphasis has remained pretty consistent over time,Monthly,8,8,7,7,7,6,5,8,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Once a year to a few times a year,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Computer/laptop,Every few days,Every few days,Every few months,Every few weeks,Every few months,Every few months,Every few weeks,Every few months,Every few months,Private Foundation,Social protection,No,,,0,1,1,0,0,Male,56 and above,Mexico City
229,Online,The wrong direction,Decreasing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting much worse,Getting much worse,Getting somewhat worse,Getting somewhat worse,Getting somewhat worse,,,1,0,0,0,0,0,0,0,0,1,6,,,,,,,,,,,,Don't know,Not familiar at all,Not familiar at all,Not familiar at all,Strongly disagree,Strongly disagree,Not effective at all,Not effective at all,Not effective at all,To no degree at all,To no degree at all,To a somewhat insufficient degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Strongly disagree,Strongly disagree,,,,,,,,Strongly agree,,,,,,,,,,,,,,,,,Don't know,Never,,,To a very significant degree,,,,To a very significant degree,,Very high technical quality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Less than once a month,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Computer/laptop,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Other,Other,No,,,0,0,0,0,1,Female,26-35,Outside Mexico City
230,Online,The right direction,Increasing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Getting somewhat worse,Staying the same,Staying the same,Getting somewhat worse,Staying the same,Getting somewhat better,Staying the same,0,0,0,0,1,1,0,0,0,0,8,9,9,To a very significant degree,,To a very significant degree,To a very significant degree,To a very significant degree,,,3,9,To a somewhat high degree,Extremely familiar,Extremely familiar,Extremely familiar,8,8,6,Very effective,5,6,3,To a very insufficient degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,7,2,To a very significant degree,3,2,3,,To a very significant degree,2,2,8,To a very significant degree,To a very significant degree,Strongly agree,8,4,7,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,,,,,,7,4,6,4,,,,3,3,3,Emphasis has remained pretty consistent over time,A few times a year,,2,2,To a very significant degree,7,To a very significant degree,3,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,At least once a month,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Computer/laptop,Every few months,Every few months,Not at all,Not at all,Not at all,Every few months,Every few months,Every few months,Not at all,Employee of a Secretary or Implementation Agency,Other,Yes,The World Bank (IBRD),Yes,0,0,0,0,1,Female,26-35,Mexico City
231,Online,The wrong direction,Decreasing,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Getting somewhat better,Getting somewhat better,Getting somewhat worse,Getting much worse,Getting somewhat worse,Staying the same,Getting somewhat worse,1,0,0,0,0,0,0,0,0,1,To no degree at all,5,6,5,6,6,9,4,4,To no degree at all,5,5,To a somewhat high degree,9,9,5,4,7,6,6,,,8,To a somewhat insufficient degree,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,6,8,8,8,8,8,6,,,To a very significant degree,9,,9,9,9,,,9,,,9,9,,,9,,,9,,,,,,,,,,,9,,9,Increased its emphasis recently,A few times a year,8,,7,9,9,,7,5,8,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,At least once a week,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Computer/laptop,Every few months,Not at all,Every few months,Every few months,Every few months,Not at all,Every few months,Every few weeks,Every few months,Employee of a Secretary or Implementation Agency,Social protection,Yes,The World Bank (IBRD),No,0,1,1,0,0,Female,46-55,Mexico City
232,Online,The wrong direction,Decreasing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting much worse,0,0,1,0,0,0,1,0,0,0,To no degree at all,,,,,,,2,5,,5,5,To a very low degree,Not familiar at all,Not familiar at all,Not familiar at all,,,,,,,,Don't know,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Never,,,,,To no degree at all,To no degree at all,To no degree at all,,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Never,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,I never visit the WBG websites,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Local Government Office or Staff,Finance and markets,No,,,,,,,,Female,26-35,Outside Mexico City
233,Online,Not sure,Staying about the same,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting much worse,Getting much worse,0,0,0,0,1,1,0,0,0,0,,6,5,6,8,6,9,,6,,To no degree at all,2,To a very low degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faith-Based Group,Finance and markets,Yes,The World Bank (IBRD),No,1,0,0,0,0,Male,25 and under,Outside Mexico City
234,Online,Not sure,Decreasing,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,1,0,0,0,0,,,,,,,,8,9,,8,8,To a somewhat low degree,8,8,5,9,8,8,8,,9,8,Don't know,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,9,9,,8,8,,,,8,8,9,8,,8,8,8,,8,8,8,8,,,,8,,,,,9,,,,9,9,,,,Don't know,A few times a year,8,8,8,9,8,8,8,8,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Once a year to a few times a year,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Computer/laptop,Every few weeks,Every few weeks,Every few weeks,Every few weeks,Not at all,Every few weeks,Every few weeks,Not at all,Every few weeks,Private Sector Organization,Energy,No,,,0,0,1,0,1,Male,56 and above,Mexico City
